two_thousand_likes,twentyfive_hundred_likes,five_thousand_likes,ori_likes,message
4000,5000,5000,3872,miss man declare dead put Bodi bag taken finer home embalm plan
4000,2500,5000,2408,brown rectus spider bite kill Fla man thought would heal rot vertebra
6000,5000,5000,4738,people dog rescue flood lo angel river friday afternoon via abc
2000,2500,5000,1547,person porn couple make profession porn other
2000,2500,5000,924,new medic examine release philip seymour Hoffman caus death
4000,5000,5000,3077,father abduct boy intern search mother vanish
4000,5000,5000,3729,pre Obama say us deeply concern report russian fever movement inside ukraine cost military intervent
4000,2500,5000,2077,two ador daughter retreat moment year oscar nomine
2000,2500,5000,118,abc tonight behind fail murder plot wealth lawyer wife
2000,2500,5000,924,update sheriff offic child rescue search onto miss elderly couple whose home hit avalanche Missoula montana abc fox montana
6000,7500,10000,5906,update sheriff offic child rescue search onto miss elderly couple whose home hit avalanche Missoula montana
6000,5000,5000,4995,impute soldier attempt summit ft mt kilimanjaro photo
2000,2500,5000,1058,miss man declare dead put Bodi bag taken finer home embalm plan
8000,7500,10000,7096,brown rectus spider bite kill Fla man thought would heal rot vertebra
2000,2500,5000,650,people rescue avalanche level home montana
2000,2500,5000,1406,russian preside Vladimir Putin ask permiss use country military ukraine
4000,5000,5000,2954,real house new jersey couple set plead guilty fraud fever charge
2000,2500,5000,502,update russia parliament grant preside Vladimir Putin permiss use country military ukraine
2000,2500,5000,746,go inside home oscar nomine see unwind
2000,2500,5000,120,abc news nightly tonight frank pairulli say mother Gina pairulli cater every need
2000,2500,5000,1629,storm move across california done little alleve state major drought
2000,2500,5000,319,un make statement ukraine watch live
4000,2500,5000,2043,young american sign obamacar
2000,2500,5000,196,crimea differ rest ukraine
2000,2500,5000,522,new minute phone call pre Obama us turn diplomat pressure pre Putin russia ukraine stand balance
10000,10000,10000,8944,pre Obama speak russian pre Putin saturday minute phone call crisis ukraine white house photo
8000,7500,10000,6588,large winter storm work away calif begin move across us expect send cold snow blast across heart country come day via good morn america
2000,2500,5000,711,state media knife wield attack kill dozen wound chines rail station
2000,2500,5000,1643,idaho governor sign bill crimina hidden camera record inside farm fail
2000,2500,5000,825,hund gunmen surround ukrainian military base
2000,2500,5000,334,sorry hurt brought gun school mean one get hurt boy wrote wish everyone okay made bad choice story
8000,10000,10000,7756,scientist found dog human brain wire similar way process sound human voice
2000,2500,5000,434,Vladimir Putin say back ukraine
4000,5000,5000,2846,oscar sunday expect tonight
2000,2500,5000,517,secretary state john Kerri say option table hold russia account action ukraine
4000,5000,5000,3438,Iditarod begin today
2000,2500,5000,811,avoid jet lag
2000,2500,5000,662,russian news website hack country military action ukraine
2000,2500,5000,964,better younger older top oscar winner age
2000,2500,5000,1524,sr Obama admin office tell abc news russian for complete OPer control crimea ukraine airborn naval for
4000,2500,5000,2249,ukraine military high alert world leader scramble abc news correspond Alex Marquardt report crimea
2000,2500,5000,245,mani people refuse forgive spots cheat much less cheat someone three story extraordinary forgive
4000,5000,5000,2693,best moment oscar
6000,5000,5000,4807,best moment oscar
2000,2500,5000,906,best moment oscar
2000,2500,5000,1963,bitter cold blast could set record enter march via good morn america
2000,2500,5000,1142,ukrainian russian troop silent standoff tension simmer Terri Moran report crimea
2000,2500,5000,174,mississippi aggress target abort since novem elect put republican charge chamber house
2000,2500,5000,1963,bitter cold blast could set record enter march via good morn america
10000,10000,10000,9684,win oscar matthew mcconaughey intima explain source grate
8000,7500,10000,6392,are leto thank mother speak dreamer ukraine venezuela oscar speech
2000,2500,5000,869,live oscar historic murder trial begin south africa
2000,2500,5000,367,trial son law Osana bin laden schedule begin monday NYC
2000,2500,5000,589,estime billion us billionaire back top forb top billionaire
2000,2500,5000,1142,scientist dog human brain wire similar way process sound human voice
2000,2500,5000,1337,motion picture associe america agre lower bull rate r pg make easier younger audience see
2000,2500,5000,1089,date guid happen ukraine
2000,2500,5000,513,man suffer fatal heart attack charity heart walk new york
8000,7500,10000,7427,stagger image battle snake crocodile
2000,2500,5000,1713,attack pound dog leave new jersey boy dead
2000,2500,5000,678,would want someone ride bike drive car sleep backyard cash involve
2000,2500,5000,773,toronto mayor rob ford face music monday Particia interview late night tv
2000,2500,5000,538,media treat kid glove behav Judg thokozil mania said
2000,2500,5000,889,first comment since ukraine preside victor yanukovych fled kiev Vladimir Putin reject threat punish russia sanction action ukraine say backfire west
2000,2500,5000,92,record turnout predict new hampshire primary today follow coverage
2000,2500,5000,96,go take week put together said admit john harvey command u fleet for
2000,2500,5000,1886,dance star season celebe cast announce
2000,2500,5000,877,new us counter terror tri track femal friend boston bomb suspect return trip Chechnya
4000,5000,5000,3491,size russia military compar ukraine
6000,7500,10000,5028,good news found gold coin hoard yard bad news may stolen us mint
4000,2500,5000,2429,update dead injury new jersey ga expos
2000,2500,5000,1079,us office confirm russia carri preplan intercontinent ballist missile test caspian sea
4000,5000,5000,3305,florida parent arrest allegedly abandon young children wood
10000,10000,10000,9171,update Judg rule parent su daughter pay private high school educ
2000,2500,5000,668,call jail ye told done jordan power told abc news Ecclus interview
2000,2500,5000,1983,update person found dead scene ga expos sever injury
4000,5000,5000,2964,gay Marin journey homeless ivy league
2000,2500,5000,794,video fake chef fool local tv station eat grave smooth mash potato ice cream
2000,2500,5000,859,magic number could fix america weight problem
2000,2500,5000,1228,radioshack close hund store
2000,2500,5000,1253,Fla parent arrest allegedly abandon young children wood drive
2000,2500,5000,1528,turn gold stash may stolen mani mani year ago
6000,5000,5000,4128,tourist look great footbag monkey bylines temple got inde one cheeks monkey stole camera
8000,7500,10000,6397,asteroid dub dx feet dimmet set come within mile earth close shave astronomy standard
2000,2500,5000,721,way burn fat gym
2000,2500,5000,384,think angry bird cartoon Seri work
2000,2500,5000,1164,video shout match erupt congress hear ir scrutiny tea parti
10000,10000,10000,8117,woman tri find recipe family find unopen WWII era letter found goodwill
4000,2500,5000,2042,nasa asteroid forecast approach earth around p et monday
8000,10000,10000,7729,video mother drive minivan full children danger surf florida beach
4000,5000,5000,3575,fighter pilot self cool picture video even better
2000,2500,5000,1447,Babi jude option come get even news look like like abc world news dian sawyer guy much video
2000,2500,5000,859,take picture woman skirt iller mass court rule wednesday
2000,2500,5000,667,college board chang sat
4000,2500,5000,2040,airline passing leave note femal pilot cockpit airline place woman
2000,2500,5000,1844,smartphone photo could make instant money
2000,2500,5000,855,Sgt rex serv almost year military work dog train sniff nine differ expos Materi
2000,2500,5000,1924,charge file case miss nurs student
2000,2500,5000,1348,mother father daughter accus go million shoplift spree
6000,7500,10000,5478,deaf toddler hear first time thank devil implant brain
6000,7500,10000,5247,actor say call career mcconaiss would possible without support wife children
2000,2500,5000,1144,luckily ridicule plan never employ illustre remain astound
2000,2500,5000,1009,us announce visa restrict russian
2000,2500,5000,748,radiologist testify went historic house hear shot scream Valentin night last year one first people arrive
2000,2500,5000,1360,update pre Obama announce impose sanction individu ukraine crisis
2000,2500,5000,1730,video sent minor leader bring gun CMAC polit confer
2000,2500,5000,452,family accus travel country steal worth toy
2000,2500,5000,331,photo real recon artifact titan include heart ocean
2000,2500,5000,205,new abc news app top story highlight popular story need know tri
4000,5000,5000,2981,court rule take picture woman skirt legal mass legislature pass bill make iller bill sent governor cab tv
8000,7500,10000,6758,day dessert chang fore
4000,5000,5000,3929,prehistory paddlefish make return us lake
6000,7500,10000,5103,mother drove van full children beach pull hour earlier investing look mental state
4000,2500,5000,2087,pope Franci reveal stole rosary priest lie dead casket explain
2000,2500,5000,1984,colorado man girl scout cook lead court date debt
2000,2500,5000,1660,flight attend prepare pot boil water bellies passing demand wine incessantly press call button throw gang sign Jesu
2000,2500,5000,1106,actor turn erstwhile hero Ryan goal save woman hit new york city cab week
2000,2500,5000,1401,fores work bullet suggest serial killer could work washington dc suburb
2000,2500,5000,687,pre Obama little r p e c women soul
2000,2500,5000,1510,cal Harri wife kid mother Michel Harri disappear year ago cal suspect murder ever since
