likes,orimessage,message,noun
200,"'This is a very devastating set of injuries,' Connecticut Chief Medical Examiner Dr. H. Wayne Carver II said. 'I've been at this for a third of a century and my sensibilities may not be the average man's, but this is probably the worst I have seen or the worst that I know of any of my colleagues having seen.'",devast set injury connecticut chief medic examine dr h way carver ii said third century sensible may average man probabl worst seen worst know colleague seen,'this set injuries examiner dr. h. wayne carver ii century sensibilities man i i colleagues
200,"The error rate is only a fraction of a percent, but those botched cases have racked up $220 million in taxpayer costs.",error rate fraction percent botch case rack million taxpayer cost,error rate fraction percent cases taxpayer costs
200,"UFC's Miesha Tate and Ronda Rousey have never exactly been best friends, either.",UFC Misha tate Ronda roused never exactly best friend either,ufc miesha tate ronda rousey friends
200,"A Democratic lawmaker withheld support for a climate-change bill. Now, she's facing a reelection challenge from within her own party.",democrat lawman withheld support climate chang bill face reelect challenge within parti,lawmaker support bill reelection challenge party
200,The protests suggest Donald Trump will not have the mainstream support he'd need to win a general election.,protest suggest donald trump mainstream support need win genera elect,protests trump support election
200,Watch your head: The blades would be as long as two football fields.,watch head blade would long two football field,head blades football fields
200,Could a robot do your job?,could robot job,job
200,There's something universal about wanting our children to soar and feeling constrained.,cometh univers want children soar feel constrain,something children
200,It first had to start as small as a horse.,first start small hors,horse
200,The sexual abuse included full-body massages in locked locker rooms.,sexual ABus include full Bodi massage lock locker room,abuse full-body massages locker rooms
200,"Today's test for Democrats: Does Clinton have the nomination in the bag, or will she need to rededicate herself to beating Sanders?For the GOP: Can Trump be stopped?",today test democrat clinton nomen bag need reded beat sander gop trump stop,today test democrats clinton nomination bag sanders gop
200,Toeing the line between protecting a species vs. protecting people (and their pets and livestock) who move further into mountain lion habitats.,toe line protect specie vs protect people pet livestock move mountain lion habitat,line species people pets livestock mountain lion habitats
200,The boxer made a lot of people pretty mad last month when he compared gay people to animals.,boxer made lot people pretty mad last month compar gay people anim,boxer lot people month people animals
200,"We've all heard of America's terrible teachers, and its incredible ones. But what's the best way to help all teachers somewhere in between? (via Los Angeles Times Opinion)",heard america terrible teacher inured one best way help teacher somewhere via lo angel time opinion,heard america teachers ones way teachers los angeles times opinion
200,An execution team spent two hours trying to find a suitable vein.,execute team spent two hour tri find suitable vein,execution team hours vein
200,He says a 'devil figure' inside the Uber app was controlling him during the shootings.,say devil figure inside user app control shoot,figure app shootings
200,"Though he left the country at 18, Emmanuel Weyi owns a fair-trade mine in Congo and is technically a tribal chief.",though left country Emmanuel Wei own fair trade mine congo technic tribal chief,country weyi mine congo chief
200,Are those burrito bowls good to go? An expert weighs in.,burrito bowl good go expert weigh,weighs
200,"American Airlines sets aside seats for its most valued passengers and releases the leftovers before the flight. Until then, people can be spooked into paying more, David Lazarus writes in his latest column.",american airline set said seat value passing release Lefton flight people spook pay david lazar write latest column,airlines sets seats passengers leftovers flight people lazarus column
200,"On the 20th anniversary of the L.A. riots, the victim of now-fabled LAPD abuse talks about life and its lessons.",th anniversary l riot victim fall LAPD ABus talk life lesson,anniversary riots victim abuse talks life lessons
200,Is the Instagram terms of service change going to drive you away from the service? Join us at 1:30 p.m. Pacific for a live discussion with Technology | Los Angeles Times:  ,Instagram term service chang go drive away service join us p pacify live discuss technology lo angel time,terms service change service p.m. pacific discussion technology | angeles times
